Title,Author,Fandom,Url,Kudos,Summary
A Professor and a Student,LeDiz,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/10694409,"7,312","Summary: Ash seemed determined to stay in Alola, and Kukui had a loft going to waste. He'd boarded students before; he didn't expect anything special out of the experience. As it turns out, Ash isn't the only one who's going to be learning a lot this year. Snippets and fragments of life during Ash's stay in Alola."
The Very Best,BrilliantLady,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/7353028,"6,747","Summary: They told Harry that magic was real, but had limits. He saw no reason why that had to be so. Why should you only be able to break some laws of nature and physics? He wanted a pet Pikachu – but that was just the beginning. Serious fic with a large serving of silliness & fun."
An Unexpected Greeting,kimirce,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/25373284,"6,017","Summary: The Champion of the Sinnoh region visits Alola, and while there, she agrees to participate in an exhibition match. Professor Kukui manages to score tickets to the match for himself and his students, and they are all immeasurably excited to attend. After the battle is over, the Professor and his students run into Champion Cynthia herself - and she quickly shocks them all when she greets Ash and Pikachu like old friends."
The blooming of the Gracidea,Mother_Fluffer,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/14705765,"5,338","Summary: In a world of Quirks and Pokemon, people find themselves challenged at the age of 4 by a Pokemon, after the Pokemon will decide whether the person is worthy. Midoriya Izuku is a very rare case, with neither a quirk or a Pokemon, he is never challenge.. or, that is what everyone thinks. He just not challenged like everyone else."
Chosen One's Adventure with Legendaries,Kinrah,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/27338626,"4,399","Summary: UT: you know you said you were gonna miss out on stuff once you left? MW: Yes…? UT: we went on a cruise, escaped from a sunken ship, and had an adventure on an island with giant robot pokémon. UT: it’s been 48 hours. UT: your turn! MW: MW: MW: How. When Ash Ketchum was to set off on his journey across Kanto, the legendary Pokémon of the world were very interested to see how it would go. Arceus set a very simple ground rule: Nobody was to interfere. Ash was to have a normal journey without their shenanigans getting in the way. Of course, then they all found out that Ash had been freely chatting with the Kanto legendaries for nearly two months, some of them just couldn't leave well enough alone, and by the time Ash's journey was three weeks in he'd already indirectly saved the world. Things... kind of spiralled out of control from there. Or: the legendary Pokémon have a chatroom and discuss disrupting canon as much as possible. Alternatively or: the Ash Ketchum group chat that existed before any of his human friends ever joined."
Chosen One Support Chat (Kanto),HeadcaseKiller,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/43244523,"4,394","Summary: TheChosenOne: today I woke up late, got a Pokémon that hated me, got a phone from mew, found out I’m the chosen one, whatever that means, got attacked by a whole flock of spearow, earned my starters respect, maybe, fell in a river with my injured starter, got fished out by an angry girl, stole a bike, rode to the nearest town, got stopped by police, escorted to a center, which was quickly attacked by team rocket, and played a part in blowing up that center, how was everybody else’s day? Several users are typing…"
Borne of Caution,VibeLordess,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/37303351,"4,193","Summary: An irritated Pokemon might tell you to stop what you're doing. An irritated animal will probably just attack you. Pokemon, for all their power, would be open books and a breeze to care for to any competent animal handler on Earth. After a fiery death, a professional zookeeper who never outgrew Pokemon games ends up in the world of Pokemon. The entire world is thrown onto its side. (Not my work. Written by Fuggmann and reposted with his blessing)"
Return,LeDiz,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/25361878,"3,861","Summary: This time, Ash is going to be himself. That's a promise he made to Professor Kukui. That's very interesting to some people."
Not AGAIN,Nastya_M_Steel,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/18077765,"3,517","Summary: ""PokemonMaster"" has logged on. PokemonMaster: guys it's happening again Watershowers: Oh no, which legendary is it this time? PokemonMaster: Kapu Kokeko, the guardian of one of Alola's islands RockHard: Fantastic . How long did it take? PokemonMaster: literally the first day i was there Ookido-Hakase Jnr.: actually how"
The Wallet,LeDiz,Pocket Monsters | Pokemon (Anime),https://archiveofourown.org/works/7701307,"3,192","Summary: Ash has been on the road a long time, and he's made a lot of friends. Serena and Clemont start to realise just what that means for them."
Playing Favorites,Ketita,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/858763,"20,588","Summary: In which Levi seems determined to spoil Eren rotten, whether he likes it or not. (For the record, Eren hadn't expected his confession to lead to this sort of thing at all)."
"Ein Riese, der Fliegen Wollte",Closet_Cleaner,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/2336534,"17,794","Summary: He needn't have worried. The small one was strong. He sees the human many more times since then. It seems as if the herd doesn't venture out without it. He wonders if that one is the pack-leader. It seems logical, but humans are not always creatures of logic. He forces back memories of that one, and continues to shadow the herd whenever it ventures out. He makes a habit of waiting in the small grouping of trees near the gate so as not to miss one of their outings. Eventually he learns to distinguish the small one from the others even before it takes to the air, and he feels proud of this accomplishment. Months later, only hours after the humans had returned behind their walls, everything changes. (In which Eren is not a human that can turn into a Titan, but a Titan that can turn into a human.)"
This Cruel Beautiful World,MaoNome,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/54248995,"17,173","Summary: Set three years after the Rumbling, just before the Ambassadors' return to Paradis. A lonely girl stares into the sunset. this is a Post Rumbling Jeankasa story and AruAni story. please dont hate :)))) I love Eren <3"
The Intern,Lutte,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/979988,"13,673","Summary: Armin was convinced that it was the opportunity of a lifetime, but Eren just saw it as just another chance to fail. Nothing good could possibly come out of an internship in a stuffy office at Survey Corporation. Eren would have been content to sit and watch the remainder of his senior year pass him by. However, after one elevator trip, Eren finds himself questioning everything he thought he knew about life and himself."
Red Heat,sciencefictioness,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/3948190,"13,661","Summary: Eren is one of the few Alphas who go into rut without the presence of an Omega in heat nearby, and after suppressing it for nearly two years, the drugs are no longer working. As a last resort he heads to an Omega refuge, hoping to find a suitable, but temporary, mate. When he finds one lost in a fatal 'red heat', he'll do whatever it takes to ease his suffering.   When Levi's fist sounded out against the wood, the Alpha did not open it right away. Leaned into it, pressing his forehead against the smooth surface. Felt the pull of the Omega on the other side, just as he had that first day in the shelter. A whole new kind of gravity that tugged him not down to the earth but straight towards Levi. The laws of the universe shifting to bring them closer together, and Eren could not resist their inevitability."
The Little Titan Café,pocketsizedtitan,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/1032582,"13,371","Summary: Just another cliche AU in which Eren works as a barista in his mother’s café, specializing in latte art. And then there’s Levi, who’s not exactly your typical patron, because, well, he’s blunt and rude (which Eren supposes isn’t that much different from regular customers) but mostly he just confuses Eren’s poor little homosexual heart."
Monsters are made (Not Born),hatredwithpassion,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/32192446,"13,042","Summary: “There is no freedom in being a shinobi!” The boy spat, his cerulean gaze enraged as he glared ahead. “I am no different than cattle, following orders, forced to serve, tethered to this village I despise. Tell me, how is this freedom?”  - ""The Child Who is Not Embraced by the Village Will Burn it Down to Feel its Warmth"".  Eren Yeager thought his journey ended in the final battle, that he could finally find peace in his death. But he traded one cage for another, finding himself reincarnated in an unfamiliar world. Reborn again, this time as an outcast, an orphan, an unloved child hated by everyone around him. His new name is Uzumaki Naruto.  (In other words, Eren Yeagar is born as Uzumaki Naruto. Canon gets catapulted to the wind. Mass destruction occurs, consequences of neglect and abuse happen. #Teamfreedom, #Tatakae, #Wings of Freedom) Part 1 - Chapter 1 - 20. Part 2 - Chapter 21- 28.  Do not post work on other media plaforms. Do not post work without permission."
I'm Only Going to Heaven (If it Feels Like Hell),stereobone,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/1056312,"12,948","Summary: ""Are you saying you want to be my sugar daddy?"" Levi says."
Intentions,unearthly_obsession,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/48221275,"12,533","Summary: Historia isn't exactly Eren's biggest fan, but as a member of His gang she is under his direct orders to serve every whim or face the consequences."
Home Is Wherever I'm With You,stereobone,Shingeki no Kyojin | Attack on Titan,https://archiveofourown.org/works/1194339,"11,536","Summary: Levi doesn't know how it happened, but somehow they've developed a routine so natural that it's as though they've been living together for years."
(the first time) he kissed a boy,buzzcut__season,SK8 the Infinity (Anime),https://archiveofourown.org/works/29870343,"34,307","Summary: Reki is insecure about his lack of kissing experience. Langa just wants to help him feel like he's good enough, even if teaching Reki to kiss means breaking his own heart. (yet another practice kissing au)"
"he was a skater boy, he said—no, you know what, no, we're not calling it that",arahir,SK8 the Infinity (Anime),https://archiveofourown.org/works/29601687,"23,095","Summary: Everyone knows Reki and Langa are dating. Everyone except Reki, that is. “Is it someone from class?” Langa pushes his board back and forth, the little rumble of the tires filling the late afternoon quiet between them as he takes a deep, audible breath, looks directly at Reki, and nods. “Yes.” And that’s a surprise. Reki tries not to let it show. “Have you guys been on any dates?” “Yeah. I mean, I thought they were dates.” That’s… kind of sweet. Sweet in the way that feels like it's going to make Reki sick. “How have you even had time for that?” he mutters. “You spend all your time with me.”"
Reki's Totally Real Canadian Boyfriend,JustGettingBy,SK8 the Infinity (Anime),https://archiveofourown.org/works/29961648,"18,214","Summary: In university, Reki's new friends just want the best for him. If only he'd drop the whole 'I have a boyfriend, he's just in Canada' thing. OR The five times Reki's classmates thought that he was lying and the one time they realized he wasn't."
Only Practice Makes Perfect,SKayLanphear,SK8 the Infinity (Anime),https://archiveofourown.org/works/29771196,"15,197","Summary: Reki doesn't know the first thing about kissing and after a bit of light-hearted taunting, gets the idea to practice with Langa. They're best friends, aren't they? So they should help each other out. Boy lips couldn't be that different from girl lips anyway. Langa, meanwhile, knows this isn't a good idea. Yet, if having Reki to himself is ultimately impossible, then might as well take what he can get--even if it is going to be painful in the end. Their experimentation starts out innocently enough, but with curiosity and raging hormones at play, they might be too late by the time they go too far."
love hotel blues,nightskywrites,SK8 the Infinity (Anime),https://archiveofourown.org/works/30292593,"11,021","Summary: The force at which Snake slides to a stop knocks the cap from his head and Reki may be an idiot, but he’s not stupid. “Nope, it’s definitely him. That’s the guy who hit me with his car!” Silence."
The Gambler,MooeyDooey,SK8 the Infinity (Anime),https://archiveofourown.org/works/30046272,"10,254","Summary: Joe and Cherry run into a problem. Conspiracy theories have started to surface in some fan forums of ""S"" that the two of them are secretly dating one another. Both of them agree that the idea is absurd, but can't agree on which one of them would be the better boyfriend if they actually were dating. So they decide to have a competition, to see who can be the better romantic partner when pitted up against one another."
definitely a level-headed reaction,MermaidMarie,SK8 the Infinity (Anime),https://archiveofourown.org/works/29818797,"9,730","Summary: “Oh shit,” Reki said, stumbling. “Play along.” “What—” Before Langa could finish asking, Reki had leaned into his side and grabbed his hand, laughing like they’d been having a completely different conversation. - In which Langa and Reki run into Reki's ex, Reki asks Langa to pretend they're together, and Langa has some realizations."
Parental Advisory,arcadenemesis,SK8 the Infinity (Anime),https://archiveofourown.org/works/30421062,"9,372","Summary: ""Are you truly that desperate for someone to call you Daddy?"" It's meant to be mocking, if the cut-throat smile is anything to go by, but Kojiro feels every cell in his body immobilise, stopping him unnaturally still. Something shifts, tangible and suffocating; a moment with its own erratic heartbeat. And unexpectedly, Kojiro finds himself a competitor in a high-stakes staring contest. Kaoru blinks first. Cherry teases Joe after Miya calls him ""Daddy"". It has unintended consequences."
All Was Golden (When the Day Met the Night),MissLightBright,SK8 the Infinity (Anime),https://archiveofourown.org/works/29303079,"9,032",Summary: Reki was just a beta. He was boring and unappealing. He had no chance with Langa and he knew it.
Every Step You Take,Ad_Astra,Slam Dunk (Anime & Manga),https://archiveofourown.org/works/507873,420,Summary: Sakuragi is a part-time masseur with a sizeable clientele. Rukawa is sort of a possessive bastard. This is a problem.
Stone-Cold Fox,sakuragi (bible),Slam Dunk (Anime & Manga),https://archiveofourown.org/works/29071764,398,"Summary: “I didn’t say I want Kiyota. I said he’s my type.” “You’re weird, Rukawa! Who would want that kinda guy?” “What, an arrogant bastard who can’t keep his mouth shut? The kind of guy who embarrasses his team?”"
the pain is my pleasure (nothing can measure),distelstaart,Slam Dunk (Anime & Manga),https://archiveofourown.org/works/4984873,333,Summary: Rukawa likes the way Hanamichi moves.
To Want And To Wait,the_diggler,Slam Dunk (Anime & Manga),https://archiveofourown.org/works/621964,315,"Summary: What happened during that one-on-one with Rukawa that got Hanamichi so freaked out? And what happens next? (Scenes from the evolution of Sakuragi and Rukawa's relationship.) [Many more Slam Dunk fics at my LiveJournal, as well as some Rurouni Kenshin, Fushigi Yuugi, Weiß Kreuz, and Saiyuki.]"
P&P,Star7,Slam Dunk (Anime & Manga),https://archiveofourown.org/works/17774888,304,"Summary: [updated very slowly] Sendoh, master of the Pony & Paddle BDSM club, receives an unexpected gift from his rival. Will he rise to meet Fujima's challenge?  This is a Sendoh x Rukawa BDSM bondage storm with a very dubious plot. **It's basically just porn.**"
Follow Me,angelica11,Slam Dunk (Anime & Manga),https://archiveofourown.org/works/42985536,302,"Summary: After his injury during the Shohoku-Sannoh game, Sakuragi Hanamichi recovers in a rehabilitation clinic and evaluates his feelings about Rukawa Kaede."
Rhythm,jucee,Slam Dunk (Anime & Manga),https://archiveofourown.org/works/438025,288,"Summary: Rukawa has a huge TV, and Sakuragi takes advantage of it (or so he thinks)."
Set my eyes only on you,melissen,Slam Dunk (Anime & Manga),https://archiveofourown.org/works/1186333,270,Summary: Gorgeous Rukawa becomes slightly obsessed with one peculiar redhead. It's in three parts: 1:'To the King's departure' is today (when they're about 26 and Sakuragi is leaving NBA) - just one chapter 2: 'On the rebound road' about what had happened when they were in Shohoku - chapters from 2 to 5 3:'Till the end of the world' - back to the present and future. - chapters from 6 to... the end! Slowly building YAOI Hana(seme)xRukawa & SendohxMitsui
gong show of your valiant downfall,gamblers,Slam Dunk (Anime & Manga),https://archiveofourown.org/works/3110372,254,Summary: The biggest baddest love story this side of the century just crawled up into Rukawa's ass and died there.
easily smitten with you,anonymouslyel,Slam Dunk (Anime & Manga),https://archiveofourown.org/works/44785387,236,"Summary: “It’s only fair that I confess now since you’re the one who confessed to me two years ago,” Sakuragi started with a smirk, emphasizing the word two. “So. Rukawa Kaede, I like you. Accept this chocolate your genius of a boyfriend made.” Everybody in the gym was holding their breaths. Waiting for Rukawa’s decision. And with the smirk on Sakuragi’s lips, ever so confident, Rukawa could only accept the chocolate his boyfriend made for him. "
The Lion's Den,Arcawolf,Super Dangan Ronpa 2,https://archiveofourown.org/works/7685368,"5,534","Summary: After the Killing Game, Komaeda realizes he has no choice but to bring the Ultimate Hope under his care. The world has become a very dangerous place after all, and there's no way he can allow Naegi Makoto's light to blink out. (Komaeda decides to shelter/adopt/kidnap a terrified Naegi, and Ultimate Despair is a poor host) Only follows canon from the first game."
Intertwined feelings,AtroceIronie,Super Dangan Ronpa 2,https://archiveofourown.org/works/7782124,"5,227","Summary: Not long after the first trial, Hinata wakes up only to discover that Komaeda and himself are connected through pain ; if one of them is injured, the other will feel it. What if, as their relationship grow, they started sharing more and more than just pain ? Maybe it could be the chance for Hinata to understand the elusive mess that is Komaeda's mind."
i can't take you anywhere,dimolto,Super Dangan Ronpa 2,https://archiveofourown.org/works/28646001,"4,810","Summary: “One more word and I’m going to drive us both off a cliff,” Hinata deadpanned. “Well, I would probably survive it. Ultimate Lucky Student and all.” Komaeda tilted his head. “But if you really do want to kill me, I’m sure we can find a way to make it happen!” On the way back from the third-year class trip to Hokkaido, the bus happened to leave two students behind: a tag-along Reserve Course boy who, as always, wasn’t quite sure how he kept getting himself into these situations, and an enigmatic young man who was beginning to feel very, very cheated by his luck. Now, if Hajime Hinata wants to get back to Tokyo, he’s going to have to face a hotwired car, 900 miles of open road, and ten days stuck with Nagito Komaeda."
Affinity,Nyx_xy,Super Dangan Ronpa 2,https://archiveofourown.org/works/9820907,"4,711","Summary: Hinata and Kamukura both feel it, the swell of affection. Komaeda seems to be the only individual on the island able to always tell the two apart, even while they wear the same face. The others speculate, but are never as assure in their switch as the one before them now. Hajime can feel Izuru almost purr under the acknowledgment. He internally rolls his eyes. Why does he call you by first name and not me, anyways? Are you jealous? Smug bastard."
Extra Life,The_Apocryphal_One,Super Dangan Ronpa 2,https://archiveofourown.org/works/8222090,"4,296","Summary: Izuru knew he couldn't let her die, not like this, not while he had the power to save her. Chiaki survives her execution—but the fate of the world is still sealed. The road to recovery is a hard one, and a reunion is far off. TvTropes page is here, including links to all translations (Russian, French, Spanish, and Chinese), the infomercial, and the audio reading; feel free to add to it! http://tvtropes.org/pmwiki/pmwiki.php/Fanfic/ExtraLife"
Warm steel and cold hands,Fan_Seller,Super Dangan Ronpa 2,https://archiveofourown.org/works/29160441,"3,862","Summary: Hajime believes there are truly very few things in life that can surprise him anymore. As usual, Komaeda is one of them. Or: Nagito locks himself in a cage, and Hajime finds out he has some deep, forgotten kinks. He is as determined to try and ignore them as he is to help Komaeda. With an internally screaming Hajime and a pining Nagito, shenanigans ensue. (This is a longer, slow burn canon-compliant post dr3 piece, with a generally fluffy, comforting take on komahina & the cast living on the island. There's pining, a lot of pining. Plot happens. A lot of things happen, actually. Oh, and bdsm. That too :) )"
Over The Moon,repenting (wetbreadstick),Super Dangan Ronpa 2,https://archiveofourown.org/works/811222,"3,713","Summary: When Komaeda presses the small green remote into his hand, Hinata is nothing short of confused."
And There Was Only One Bed One-Shots,Princess_Piggles,Super Dangan Ronpa 2,https://archiveofourown.org/works/17041409,"3,667","Summary: Collection of bedsharing fics for danganronpa characters, requests are now closed. Thank you! 1 Saiouma 2 Kokichi/Mukuro 3 Tenmiko 4 komahina 5 Maki/Kaede 6 Toko/Hajime 7 Miu/Kokichi 8 sonianami 9 Nagisa/Masaru 10 Kyoko/Makoto 11 Nagito/Chiaki 12 Chihiro/Kokichi 13 Keebo/Shuichi 14 fuyupeko 15 Kaede/Kokichi 16 maki/kaito 17 Gonta/Shuichi 18 oumota 19 kiibouma 20 Miu/Chihiro 21 Tenko/trans!Kokichi 22 Fuyuhiko/Kokichi 23 Fuyuhiko/Kazuichi 24 Mikan/Tenko 25 Akane/Chihiro 26 Maki/Kokichi 27 Junko/Monaca 28 Miu/Makoto 29 Gonta/Kokichi 30 Ryoma/Kirumi 31 Miu/Kaito 32 Miu/Nagisa 33 Kazuichi/Sonia 34 Chihiro/Hina 35 Kaede/Shuichi 36 Celeste/Chihiro 37 Gonta/Chihiro 38 Mukuro/Shuichi 39 Rantaro/Miu 40 Korekiyo&Sister/Toko&Sho 41 junkomaeda 42 Chiaki/Mikan 43 Kaede/Miu 44 Kaito/trans!kokichi 45 komamiki 46 oumeno 47 korekiyo/kokichi 48 saimota 49 chimondo"
unfamiliar ceilings,plantegg,Super Dangan Ronpa 2,https://archiveofourown.org/works/13959480,"3,480",Summary: What might have happened if Hinata wasn't so oblivious when Komaeda had despair disease.
theoretical friction of lucky stars,starsinew,Super Dangan Ronpa 2,https://archiveofourown.org/works/9518099,"3,445","Summary: “Hey, so.” A good start. Super relaxed. Very conversational. “I was wondering. If you were planning on doing anything about the, uh. Necrotic hand situation?” Komaeda seems too surprised by the question to really take notice of the sudden and immediate cringe that snaps down Hinata’s spine at his own terrible choice of a conversation lead in. He sets his teacup down. “What *should* I be doing about it, Hinata-kun?”  (or: hinata has a gift for komaeda. he's just unsure if it's the right one. or if komaeda wants it. actually maybe he should just throw it away.)"
mikey's a simp,dandelion_weed,東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/31643681,"7,621",Summary: Inui and Koko learn of the dynamic of the Tokyo Manji gang. It's not Sano Manjirou who's at the top of the food chain. It's Hanagaki Takemichi.
The Crybaby Next Door,PastelNetwork,東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/35203903,"6,909","Summary: When a small kid around Keisuke’s age moves in next door, he discovers that the thrill of protecting someone is almost as addicting as fighting with his bare hands.  ""𝘍𝘳𝘰𝘮 𝘕𝘰𝘸 𝘖𝘯, 𝘐'𝘭𝘭 𝘈𝘭𝘸𝘢𝘺𝘴 𝘉𝘦 𝘉𝘺 𝘠𝘰𝘶𝘳 𝘚𝘪𝘥𝘦, '𝘔𝘪𝘤𝘩𝘪! 𝘓𝘦𝘵 𝘔𝘦 𝘗𝘳𝘰𝘵𝘦𝘤𝘵 𝘠𝘰𝘶 𝘞𝘪𝘵𝘩 𝘌𝘷𝘦𝘳𝘺𝘵𝘩𝘪𝘯𝘨 𝘐'𝘷𝘦 𝘎𝘰𝘵, 𝘖𝘬?""  (Or: Takemichi becomes childhood friends with the founding members of Toman and lives next door to Baji.)"
"""-san"" in ""-kun""",WreckingYuuji,東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/32406964,"6,835","Summary: Hinata “makes” Takemichi use formal speech for a day and the results are, uhm, drastic—needless to say."
Feral Love,BewareDaPooka,東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/32934817,"5,825","Summary: After Mikey becomes feral, Emma and Draken believe his only hope is the cry-baby hero. A/B/O Dynamics Contains major spoilers through the Valhalla arc"
a rose by any other name,Chongyans (hanamyung),東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/32975875,"5,721","Summary: Takemichi grows up with the Sano brothers, who love him a little too much."
"wait, he's real?",sereliah (orphan_account),東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/33021352,"5,707","Summary: Mikey's life only revolved around 3 things: Friends, Food and Fighting. So when they find out that Mikey now has a boyfriend he met over the internet... All hell breaks loose. --- or basically, Mikey gets an online boyfriend and this changes everything. and by everything i mean that online dating somehow leads to world domination along the way [COMPLETED]"
Sunshine in Chains,Chagama_uWu,東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/32889745,"5,620","Summary: Life is far too unpredictable at times, no one ever knowing whether tomorrow will be their last. To Hanagaki Takemichi, he never expected that two weeks into his happy marriage life could end so abruptly along with his life when he is accidentally pushed off to the train tracks. It is also unpredictable in the way with him opening his eyes and waking up as a ten year old under the care of what was definitely the most dangerous criminal organization in Japan."
rainberry,auratuspark,東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/33532675,"5,111","Summary: Heats for omegas were a pain in the ass, and Takemichi was no exception to that. It made him feel painfully hot and sticky and wet with slick. It made him feel disgusted, really. But when Takemichi was at the cusp of his heat, Mikey decided it was also the time to have a mandatory Toman meeting. Irritated at the turn of events, he walked to the Toman meeting with nothing but a skirt and his toman jacket."
swim,dandelion_weed,東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/31819180,"4,968","Summary: Takemichi wonders at what part in his life did he reach the point of no return. It feels like he’s been hanging on for a long, long, while, and he’s just reached the beginning of the end. Here, in bed with the most powerful man in the underworld of Japan."
we bleed ourselves in vain,dami_an,東京卍リベンジャーズ | Tokyo Revengers (Anime),https://archiveofourown.org/works/32308864,"4,755","Summary: By the time he was released, his body was shaking all over like dry leaves in the autumn. Tears weren’t stopping. His teary eyes were wide open, and yet he wasn’t seeing, overwhelmed. His gaze glazed over the blood smeared on Sano Manjirou’s lips. “Like this, all of you become mine, yea?” in which takemitchy is a reluctant omega and mikey is an eager alpha"
mikey's a simp,dandelion_weed,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/31643681,"7,621",Summary: Inui and Koko learn of the dynamic of the Tokyo Manji gang. It's not Sano Manjirou who's at the top of the food chain. It's Hanagaki Takemichi.
The Crybaby Next Door,PastelNetwork,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/35203903,"6,909","Summary: When a small kid around Keisuke’s age moves in next door, he discovers that the thrill of protecting someone is almost as addicting as fighting with his bare hands.  ""𝘍𝘳𝘰𝘮 𝘕𝘰𝘸 𝘖𝘯, 𝘐'𝘭𝘭 𝘈𝘭𝘸𝘢𝘺𝘴 𝘉𝘦 𝘉𝘺 𝘠𝘰𝘶𝘳 𝘚𝘪𝘥𝘦, '𝘔𝘪𝘤𝘩𝘪! 𝘓𝘦𝘵 𝘔𝘦 𝘗𝘳𝘰𝘵𝘦𝘤𝘵 𝘠𝘰𝘶 𝘞𝘪𝘵𝘩 𝘌𝘷𝘦𝘳𝘺𝘵𝘩𝘪𝘯𝘨 𝘐'𝘷𝘦 𝘎𝘰𝘵, 𝘖𝘬?""  (Or: Takemichi becomes childhood friends with the founding members of Toman and lives next door to Baji.)"
"""-san"" in ""-kun""",WreckingYuuji,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/32406964,"6,835","Summary: Hinata “makes” Takemichi use formal speech for a day and the results are, uhm, drastic—needless to say."
covered in azure,sternstunde,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/34642894,"6,286",SUMMARY: Koko and Inui aren't sure what to make of Takemichi. His smile is warm but his eyes don't shine. He is strong but he can't fight. He is good at giving affection but terrible at receiving it. And he always seems to know more than he lets on. - AU where Takemichi manages to travel back to a point where everyone is still alive and he is not a part of Toman yet—he ends up leading the Black Dragons instead.
Feral Love,BewareDaPooka,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/32934817,"5,825","Summary: After Mikey becomes feral, Emma and Draken believe his only hope is the cry-baby hero. A/B/O Dynamics Contains major spoilers through the Valhalla arc"
a rose by any other name,Chongyans (hanamyung),東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/32975875,"5,721","Summary: Takemichi grows up with the Sano brothers, who love him a little too much."
"wait, he's real?",sereliah (orphan_account),東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/33021352,"5,707","Summary: Mikey's life only revolved around 3 things: Friends, Food and Fighting. So when they find out that Mikey now has a boyfriend he met over the internet... All hell breaks loose. --- or basically, Mikey gets an online boyfriend and this changes everything. and by everything i mean that online dating somehow leads to world domination along the way [COMPLETED]"
Sunshine in Chains,Chagama_uWu,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/32889745,"5,620","Summary: Life is far too unpredictable at times, no one ever knowing whether tomorrow will be their last. To Hanagaki Takemichi, he never expected that two weeks into his happy marriage life could end so abruptly along with his life when he is accidentally pushed off to the train tracks. It is also unpredictable in the way with him opening his eyes and waking up as a ten year old under the care of what was definitely the most dangerous criminal organization in Japan."
I want to make a skirt for you,carriejack03,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/32626102,"5,253",Summary: Nothing could have prepared Mitsuya for the hell Baji would unleash on earth a few seconds later. “I want to know… do ya wear boxers under that? Or something prettier?” (Or: Takemichi likes wearing skirts. Toman is not ready.)
burn bright,auratuspark,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/32938033,"5,235","Summary: Takemichi finally quit his long suffering job at the dvd rental store and moved out of his derelict apartment to do what he loved doing the most. Making sweets and pastries. But opening up a shop wasn't as easy as he thought, especially when he caught the attention of all the alphas in his vicinity."
Genius Billionaire,TheSovereigntyofReality,Yu-Gi-Oh! Duel Monsters (Anime & Manga),https://archiveofourown.org/works/15858081,"4,268","Summary: After the Avengers Civil War, Natasha found another billionaire she believed would support the Avengers. It was the biggest mistake they ever made."
King's Jackal,esama,Yu-Gi-Oh! Duel Monsters (Anime & Manga),https://archiveofourown.org/works/1935633,"3,488","Summary: Wrecking all of Dumbledore's plans, the Power Dark Lord Knows Not walks up to Harry in the summer before his fifth year, and asks for directions."
The Chess Master,TheSovereigntyofReality,Yu-Gi-Oh! Duel Monsters (Anime & Manga),https://archiveofourown.org/works/17948930,"3,293","Summary: Tony wasn't the only person concerned about the Accords. There was someone else invested, with a lot more experience.   A lot."
